itemName,priceSale,priceDiscounted,priceOrigin,foodExplain,weight,kcal
[널담]비건 마들렌 얼그레이 1BOX(3입),10%,"7,830","8,700","친환경적 가치를 담아낸 지구의 내일을 위한 푸드 업사이클링 제품, 널담 비건 마들렌을 소개해요.널담은 사람과 지구를 위해 남은 원료를 버리지 않고, 비건 원료인 병아리콩의 펄프를 갈아서 마들렌의 반죽으로 사용하면서 식품 폐기의 환경 문제를 해결하고 노력했어요.버터와 유제품 등 동물성 원료를 전혀 사용하지 않은 100% 식물성 원재료로 만들어져 콜레스테롤이 제로랍니다.콜레스테롤 걱정 없는 건강한 빵, 맛있는 비건 베이커리를 찾는다면 널담의 마들렌 얼그레이맛을 그리팅에서 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",50g*3입,0kcal
[널담]비건 마들렌 흑임자 1BOX(3입),10%,"7,830","8,700","친환경적 가치를 담아낸 지구의 내일을 위한 푸드 업사이클링 제품, 널담 비건 마들렌을 소개해요.널담은 사람과 지구를 위해 남은 원료를 버리지 않고, 비건 원료인 병아리콩의 펄프를 갈아서 마들렌의 반죽으로 사용하면서 식품 폐기의 환경 문제를 해결하고 노력했어요.버터와 유제품 등 동물성 원료를 전혀 사용하지 않은 100% 식물성 원재료로 만들어져 콜레스테롤이 제로랍니다.콜레스테롤 걱정 없는 건강한 빵, 맛있는 비건 베이커리를 찾는다면 널담의 마들렌 흑임자맛을 그리팅에서 만나보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",50g*3입,0kcal
[널담]초코파이 1BOX(4입),15%,"10,110","11,900","세상에 없던 비건 초코파이, 널담의 초코파이를 소개해요.NO 젤라틴, NO 유크림, NO 계란으로 100% 식물성으로 만들고 알룰로스를 사용해 당과 칼로리를 낮췄답니다.널담이 자체 개발한 고소하고 담백한 병아리콩 크림으로 마쉬멜로우를 대체하여 달콤하면서 부드러운 식감의 초코파이를 즐길 수 있어요.100% 통밀을 사용해 식이섬유를 높이고, 부드러운 병아리 콩 크림으로 단백질도 꽉꽉 채운 널담의 초코파이를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",70g*4입,0kcal
[널담] 쿠키 1BOX(6입),15%,"8,410","9,900","100% 통밀만을 사용해 누구나 맛있고 건강하게 즐길 수 있는 널담 쿠키를 소개해요.쿠키 1봉지로 단백질과 식이섬유를 섭취할 수 있고 다양한 견과류를 듬뿍 넣어 한 봉지만 먹어도 포만감이 가득하답니다.에리스리톨을 사용해 당을 낮추면서도 쿠키 맛은 그대로 잡은 널담쿠키를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",50g*6입,0kcal
[널담]아메리칸 쿠키 1BOX(6입),15%,"14,360","16,900","100% 통밀로 만든 널담 아메리칸쿠키는 백밀 대신 단백질과 식이섬유가 풍부한 통밀만을 사용했어요.또한 설탕은 줄이고 알룰로스를 사용해 당을 확 낮추어 건강한 쿠키를 맛있게 즐길 수 있답니다.단백질이 풍부하고 꾸덕쫀득한 식감을 맛볼 수 있는 널담의 아메리칸 쿠키를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g*6입,0kcal
[널담]마카롱 감동세트 1BOX(8입),20%,"13,360","16,700","귀리 식이섬유가 풍부한 크림을 듬뿍 넣은 4cm 뚱카롱을 소개해요.쫀득한 꼬끄와 부드러운 필링이 보기만해도 한 입 베어물고 싶은 널담의 마카롱이랍니다.널담 마카롱의 꼬끄는 수백번의 연구 끝에 찾아낸 최적의 레시피로 탄생했어요. 쫀득한 마카롱의 널담 마카롱 감동세트를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",55g*8입,0kcal
[널담]마카롱 사랑세트 1BOX(8입),20%,"13,360","16,700","귀리 식이섬유가 풍부한 크림을 듬뿍 넣은 4cm 뚱카롱을 소개해요.쫀득한 꼬끄와 부드러운 필링이 보기만해도 한 입 베어물고 싶은 널담의 마카롱이랍니다.널담 마카롱의 꼬끄는 수백번의 연구 끝에 찾아낸 최적의 레시피로 탄생했어요. 쫀득한 마카롱의 널담 마카롱 사랑세트를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",55g*8입,0kcal
[wholesome X vezzly] 레몬 퐁당 브라우니,0%,"6,000",0,"엄선된 원재료로 매일 현장에서 직접 구워내는 원칙을 지키는 현대백화점 프리미엄 베이커리 브랜드 '베즐리(vezzly)'와 제철의 우리 농산물로부터 영감을 받아 팜투테이블 요리를 만드는 '홀썸'의 콜라보로 탄생한 레몬 퐁당 브라우니를 소개해요.레몬 퐁당 브라우니는 버터, 우유 등 동물성 식재료를 사용하지 않고 다크초콜릿, 버진 코코넛 오일, 비정제원당을 사용한 비건 디저트랍니다.상큼한 레몬크림과 만나 진하고 꾸덕한 브라우니는 '아니 이런 맛이 비건이라니!'하고 깜짝 놀랄 맛이에요. 커피와 차는 물론, 다양한 음료와 함께 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",100g,372kcal
[vezzly] 통밀 모닝롤,20%,"3,120","3,900","엄선된 원재료로 매일 현장에서 직접 구워내는 원칙을 지키는 현대백화점 프리미엄 베이커리 브랜드 '베즐리(vezzly)'의 통밀 모닝롤을 소개해요.7가지 대표 곡물인 호밀, 귀리, 보리, 검은깨, 호박씨 등을 넣어 씹을수록 담백한 맛을 느낄 수 있답니다. 식이섬유가 풍부한 호밀부터 단백질과 필수 아미노산이 풍부한 보리 등 7가지 곡물로 영양을 가득 채워보세요.오븐이나 에어프라이어에 살짝 구워 야채, 햄, 소스를 발라 드시면 이색 통밀 모닝롤 샌드위치가 완성된답니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",135g,369kcal
[vezzly] 밀크롤빵,0%,"7,800",0,"엄선된 원재료로 매일 현장에서 직접 구워내는 원칙을 지키는 현대백화점 프리미엄 베이커리 브랜드 '베즐리(vezzly)'의 밀크롤빵을 소개해요.물 대신 우유로 반죽하여 겹겹이 고소한 우유의 풍미를 느낄 수 있도록 접어서 구웠답니다. 부드러운 식감으로 어른아이 할 것 없이 즐길 수 있을거예요.  
                            	
                                
                                    From. 밥상주치의 그리팅


",330g,1022kcal
[vezzly] 레몬파운드,0%,"7,500",0,"엄선된 원재료로 매일 현장에서 직접 구워내는 원칙을 지키는 현대백화점 프리미엄 베이커리 브랜드 '베즐리(vezzly)'의 레몬 파운드를 소개해요.레몬 껍질과 레몬즙을 넣어 한 입 베어무는 순간 상큼함과 고소함을 맛볼 수 있어요. 달콤한 글레이즈로 파운드를 덮어 맛을 한층 더했답니다. 블랙커피나 우유와 잘 어울리고 티 디저트로도 손색없어요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",300g,1191kcal
[vezzly] 휘낭시에 5종,0%,"12,500",0,"엄선된 원재료로 매일 현장에서 직접 구워내는 원칙을 지키는 현대백화점 프리미엄 베이커리 브랜드 '베즐리(vezzly)'의 휘낭시에 5종을 소개해요.플레인, 얼그레이, 녹차, 홍국쌀, 초코 5가지 맛으로 다채롭게 준비했어요. 달콤한 반죽에 특색있는 토핑이 조화롭게 어울린답니다. 부드러운 식감의 달콤한 휘낭시에를 블랙커피나 우유와 함께 드셔보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",163g,627kcal
[윌킨앤선즈] 프리미엄 잼 4종,0%,"7,000",0,"그리팅에서 영국 왕실 선정 프리미엄 잼을 소개해요. 윌킨앤선즈는 엘리자베스 여왕 2세가 즐겨먹는 잼으로 알려져 있어요.과일을 아낌없이 넣어 생생한 과육의 식감을 느낄 수 있답니다. 윌킨앤선즈만의 전통 레시피를 담아 만든 프리미엄 잼의 고급스러운 풍미를 느껴보세요. 스트로베리, 블루베리, 라즈베리 그리고 레몬커드까지 다양한 맛으로 드실 수 있게 준비했어요. 갓 구운 빵에 발라 드셔도 좋고, 우유에 잼을 적당량 넣어 섞여 드셔도 맛있습니다. 
                            	
                                
                                    From. 밥상주치의 그리팅


",0g,0kcal
[vezzly] 조청으로 만든 베즐리 블루베리잼,0%,"7,500",0,"

                                    From. 밥상주치의 그리팅


",220g,620kcal
[클레망포지에]  크렘드마롱 체스트넛 스프레드 2종,0%,"12,500",0,"프랑스 남부 리옹 지역에서 수확하는 야생 밤을 원료로 깊고 자연스러운 밤의 풍미를 선사하는 '[클레망포지에]  크렘드마롱 체스트넛 스프레드 2종'을 소개해요.은은한 단맛과 부드러운 제형으로 빵이나 와플에 발라먹어도 손색이 없어요. 크렘드마롱만의 아기자기한 개성이 돋보이는 패키지는 선물용으로도 제격이랍니다. 먼저, 바삭하게 구운 빵에 발라서 드셔보세요. 요거트나 시리얼에 꿀 대신 크렘드마롱을 얹어 드셔도 맛있답니다. 여기에 따뜻한 우유 +에스프레소 + 밤크림을 함께 넣으면 달콤 고소한 밤라떼가 완성돼요!이제 크렘드마롱 체스트넛 스프레드 2종으로 집에서 다양한 홈 카페 메뉴를 즐겨보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",250g,0kcal
[소프트프로틴]뼈까지먹는 고등어조림,0%,"6,500",0,"

                                    From. 밥상주치의 그리팅


",180g,270kcal
뼈까지 먹는 고등어 허브구이,0%,"5,900",0,"허브 올리브오일로 향긋함을 더한 고등어 허브 구이를 소개합니다. 뼈까지 먹는 고등어 허브구이는 포화 증기 기술로 만들어 안심하고 뼈까지 드셔도 됩니다. 포화 증기 기술이란 조리 시 압력과 온도를 조절해 음식의 모양과 맛은 유지하면서 식감은 부드럽게 하는 조리법이에요. 약한 치아로도 먹을 수 있는 부드러운 식감을 가져 아이, 시니어 모두 편하게 드실 수 있습니다. 집에서 냄새 나지 않고 간편하게 생선 요리를 즐겨 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",95g,0kcal
뼈까지 먹는 고등어 데리야끼구이,0%,"5,700",0,"달짝지근한 데리야끼 소스가 생각나는 날, 반찬으로 제격인 고등어 데리야끼 구이를 준비했어요. 뼈까지 먹는 고등어 데리야끼 구이는 포화 증기 기술로 만들어 안심하고 뼈까지 드셔도 됩니다. 포화 증기 기술이란 조리 시 압력과 온도를 조절해 음식의 모양과 맛은 유지하면서 식감은 부드럽게 하는 조리법이에요. 약한 치아로도 먹을 수 있는 부드러운 식감을 가져 아이, 시니어 모두 편하게 드실 수 있습니다. 달콤한 데리야끼 소스로 감칠맛을 더한 생선 구이를 편하게 집에서 즐겨 보세요. 
                            	
                                
                                    From. 밥상주치의 그리팅


",95g,0kcal
