itemname,contents
[1Table] 양구 시래기밥,"후라이팬에 볶아서 조리했는데도 양념간장 때문인진 몰라도 다른 냉동밥들에 비해서 살짝 질어요.
시래기가 질기지 않고 전체적으로 고소하니 맛있습니다."
[1Table] 양구 시래기밥,"후라이팬에 볶아서 조리했는데도 양념간장 때문인진 몰라도 다른 냉동밥들에 비해서 살짝 질어요.
시래기가 질기지 않고 전체적으로 고소하니 맛있습니다."
[1Table] 담양 죽순밥,담백하고 향이 좋네요~ 맛도 좋아서 신랑이랑 한그릇 뚝딱 했습니다~ 
[1Table] 담양 죽순밥,담백하고 향이 좋네요~ 맛도 좋아서 신랑이랑 한그릇 뚝딱 했습니다~ 
[1Table] 갈비 낙지 볶음밥,후기가 좋아 구매했는데 너무 맛있네요~ 신랑이 볶음밥중 최고라며~ 재구매 할거에요~
[1Table] 갈비 낙지 볶음밥,후기가 좋아 구매했는데 너무 맛있네요~ 신랑이 볶음밥중 최고라며~ 재구매 할거에요~
중국식 궁채 가지볶음,가지볶음 많이 먹어봤는데 여기 가지볶음 양념은 감칠맛이 두배인것 같아요~ 너무 맛있어요~
건강한 자장소스,어떻게 춘장 없이 이런 맛을 낼 수 있는지~~ 너무 맛있네요~ 계속 재구매 할 듯 합니다~
목이버섯 대구찜 세트,집에서 먹는듯한 건강하고 신선한 음식이었습니다. 또 배송할겁니당!
은이버섯 오리주물럭 세트,집에서 먹는듯한 건강하고 신선한 음식이었습니다. 또 배송할겁니당!
당귀 주꾸미볶음 세트,집에서 먹는듯한 건강하고 신선한 음식이었습니다. 또 배송할겁니당!
연자육 삼채 소불고기 세트,"삼채는 많은데 연자육은 하나도 없었네요..
삼채불고기로 이름을 바꾸심이..

"
[1Table] 한우 잡채볶음밥,"주문할때 이건 꼭 넣어서 주문해요.
쟁여놓음 든든해요 ㅎㅎㅎ
급할때 한번 볶아서 주면 잘먹어요!"
[1Table] 한우 잡채볶음밥,"주문할때 이건 꼭 넣어서 주문해요.
쟁여놓음 든든해요 ㅎㅎㅎ
급할때 한번 볶아서 주면 잘먹어요!"
소고기 숙주 부추볶음,"부추에서 흙맛이 너무 많이나서
전체맛을 망친 느낌이었어요. 
간도 넘 짜서 이건 또 주문할것 같지 않아요. "
[1Table] 한우 나주곰탕,"추천해줘서 구매해봤는데 애들도 잘 먹네요
깍두기와 함께 잘 먹었네요"
[1Table] 한우 나주곰탕,"추천해줘서 구매해봤는데 애들도 잘 먹네요
깍두기와 함께 잘 먹었네요"
버터 진미채볶음 ,"부드럽고 맛있어요 호두도 씹혀서 좋아요
마른반찬으로 딱이네요!!"
양배추&우엉 스무디,"바쁜 아침에 차에서 먹으려고 재구매했어요
약간 뻑뻑하지만 건더기까지 살린 스무디는 처음인것 같아요"
[1Table] 한우 육개장,"저염으로 먹는편이라서 국물 조금 더 넣고 끓였는데도 싶은맛이 살아있네요
맛있어요"
[1Table] 한우 육개장,"저염으로 먹는편이라서 국물 조금 더 넣고 끓였는데도 싶은맛이 살아있네요
맛있어요"
로제소스 버섯 닭볶음 세트,오늘배송온 밥은 어떨지 하루하루가 기대되용! 아직 맛보기 전이네용!
매운 돼지고기찜 세트 ,오늘배송온 밥은 어떨지 하루하루가 기대되용! 아직 맛보기 전이네용!
콜리플라워 계란볶음 세트,오늘배송온 밥은 어떨지 하루하루가 기대되용! 아직 맛보기 전이네용!
모둠버섯 소불고기 쌈 세트,메인요리같은 경우 양을 조금만 더 늘려주시면 좋을 것 같아용 맛은 ？？？？？？ 덕분에 건강한 저녁 해결이에용!
검은콩 캐슈넛 닭볶음 세트,메인요리같은 경우 양을 조금만 더 늘려주시면 좋을 것 같아용 맛은 ？？？？？？ 덕분에 건강한 저녁 해결이에용!
오리 버섯 주물럭 세트 ,메인요리같은 경우 양을 조금만 더 늘려주시면 좋을 것 같아용 맛은 ？？？？？？ 덕분에 건강한 저녁 해결이에용!
중국식 궁채 가지볶음,"흐물흐물한 가지볶음이라고 생각했는데,
적당히 익혀서 꼬들한 식감으로 맛있어요~"
[1Table] 한우 쇠고기 미역국,"고기도 부드럽고 국물의 깊은 맛이 일품~
미역국이랑 김치만 가지고 밥 한공기 뚝딱했어요~"
[1Table] 한우 쇠고기 미역국,"고기도 부드럽고 국물의 깊은 맛이 일품~
미역국이랑 김치만 가지고 밥 한공기 뚝딱했어요~"
볶음짬뽕,큼직한 새우를 골라먹는 재미가.. 적당히 매콤하고 맛있어요~
닭다리살구이,"코로나 때문에 애들 먹일게 없었는데 
애들한테 반응이 좋습니다. 아이들 먹거리가 다양하게나왔으면 합니다. 피자 등"
볶음 쟁반 자장면,"유명 맛집에서 먹는것보다 맛있어요. 
게다가 건강한 재료로 만들었다니.. 추천해요~"
[vezzly] 밀푀유 식빵,"겉은 바삭
속은 촉촉하고 쫄깃하네요.
버터 향이 진하게 느껴져서
커피와 함께 
아침으로 맛있게 먹었습니다. ^^"
[1Table] 화식한우 사골곰국,"부모님댁에 보내드렸는데
아버지께서 국물이 찐하고 맛있다고 좋아하셔서 또 주문했어요~"
[1Table] 화식한우 사골곰국,"부모님댁에 보내드렸는데
아버지께서 국물이 찐하고 맛있다고 좋아하셔서 또 주문했어요~"
[1Table] 존쿡 델리미트 부대찌개,너무 맵거나 짜지 않아 아이들이 좋아해요. 또 주문했어요 ^^
[1Table] 존쿡 델리미트 부대찌개,너무 맵거나 짜지 않아 아이들이 좋아해요. 또 주문했어요 ^^
버섯 소불고기 쌈 세트,"생각보다 맛은 괜찮았어요
근데 양이 늠 적네요
청소년들에게는 너무 모자라요ㅜㅜ
물론 야채까지 먹어줌 좋겠지만 아무래도 애들은 고기 같은 메인 찬만 먹으니까요"
로제소스 버섯 닭볶음 세트,"생각보다 맛은 괜찮았어요
근데 양이 늠 적네요
청소년들에게는 너무 모자라요ㅜㅜ
물론 야채까지 먹어줌 좋겠지만 아무래도 애들은 고기 같은 메인 찬만 먹으니까요"
가지 고구마순 돼지찜 세트,"생각보다 맛은 괜찮았어요
근데 양이 늠 적네요
청소년들에게는 너무 모자라요ㅜㅜ
물론 야채까지 먹어줌 좋겠지만 아무래도 애들은 고기 같은 메인 찬만 먹으니까요"
비트 생깻잎지,"짜지도 않고, 밥에 싸먹으면 은은한  향까지
너무나 맛있어요"
건강한 자장소스,"자장의 맛이 나는데 훨씬 담백합니다.
내용을 보니 춘장이 아닌 된장을 활용했다는데
이런 맛이 나오다니요, 건강에도 더욱 좋을 것 같습니다."
[1Table] 담양 죽순밥,"죽순의 씹히는 맛과 담백한 맛의 조화가 매우 훌륭합니다. 
맛도 좋고 건강에도 매우 좋은 것 같아요"
[1Table] 담양 죽순밥,"죽순의 씹히는 맛과 담백한 맛의 조화가 매우 훌륭합니다. 
맛도 좋고 건강에도 매우 좋은 것 같아요"
[1Table] 제주 흑돼지 갈비만두,"그냥 갈비도 아닌 제주 흑돼지로 만든 갈비 만두
육즘도 풍부하고 맛도 좋습니다"
버섯 소불고기 쌈 세트,만족합니다. 소불소기 질이 좋고 양도 적당하니 건강식 맛있습니다 감사합니다
문어 카르파쵸 샐러드,문어의 식감이 좋아요. 맛도 있고 양도 굉장히 푸짐합니다. 골라먹는 재미도 있어요
부드러운 닭가슴살 콥 샐러드,영양가도 있고 양도 많아요. 한끼 대용으로 아주 좋은 것 같습니다. 맛도 있어요.
햄프씨드 연어구이 샐러드,맛있어요. 생연어가 아니더라도 부드럽고 맛있게 잘 먹었습니다. 
스파이시 쉬림프 샐러드,쉬림프 크기가 작지 않고 커서 좋았어요. 탱글탱글하여 식감도 좋았구요. 스파이시는 맵지만 안 좋은 느낌의 자극적인 게 아니라 더욱 맛있었습니다.
리코타 허브감자 샐러드,맛있습니다. 감자알 크기도 적당하고 구성품도 다 맘에 들어요. 드레싱 맛도 자극적이지 않아 좋았습니다.
씨푸드 레몬 샐러드,재료 상태가 신선하고 포장상태도 좋아 해산물을 믿고 안심하며 먹을 수 있던 것 같습니다. 맛있게 잘 먹었습니다.
흑미 시트러스 샐러드,"다양한 식감을 즐길 수 있어, 먹는 즐거움이 있습니다. 맛있고 건강해지는 기분입니다."
유근피 녹두 삼계죽 (1인분),부담가지 않고 담백하고 맛있게 즐길 수 있었습니다. 포장상태도 깔끔하여 좋았습니다.
해초 전복죽 (1인분),냉동보관 후 간편하게 전자레인지 조리 가능하여 쉽고 간단하게 즐길 수 있습니다. 죽 종류 중에 가장 맛있는 것 같아요
리코타 허브감자 샐러드,양이 적지않고 용기도 큽니다. 담백하고 영양성분도 고루 있어 맛있게 잘 먹었습니다.
리코타 허브감자 샐러드,자극적이지않고 담백하고 맛있어요. 가벼운 한 끼로 부담없이 즐길 수 있습니다. 포장도 깔끔하고 좋아요.
황태채 미나리볶음,"만족합니다 맛있습니다
만족합니다 맛있습니다
만족합니다 맛있습니다
만족합니다 맛있습니다"
부드러운 닭가슴살 콥 샐러드,"부드러운 닭 가슴살과  샐러드가
어우러져 기품 있고 프레시한 느낌을
줍니다"
 아보카도&케일 스무디,the package is simple and the taste is healthy
죽순 생강 소불고기 세트 ,"건강해지는 느낌이네요
깔끔하고 맛있습니다
제철 재료로 간편하게 먹을 수 있어서 좋았습니다."
모링가 돼지고기 된장찜 세트,"건강해지는 느낌이네요
깔끔하고 맛있습니다
제철 재료로 간편하게 먹을 수 있어서 좋았습니다."
커리 치킨 샐러드,"딸이 이거 제일좋아해서 자주 구매해요.
고구마스프와 같이 먹으면 한끼 해결하고 좋아요"
건강한 자장소스,간단하게 데워서 먹을 수 있고 맛도 괜찮은 것 같아요. 아이도 잘 먹네요.
[1Table] 와규 함박스테이크,"딸 과 남편 도시락 반찬으로 택했는데 좋다고 하네요.
전 아직 못먹어봤는데 먹어봐야겠어요"
닭다리살구이, 여기서 사태찜이랑 저당식단이랑 다이어트식단이랑 시켰는데 그 중 가성비가 가장 좋고 제일 맛있네요.
리코타&보리순커리,"고구마스프에 반하여 주문해봅니다.
보리순이 몸에 좋고 건강한맛일것같아요"
방풍나물&고구마 스프 (1인분),"지금까지 먹어본 스프중에 최고네요
고급 레스토랑 스프보다  더 맛나요"
[1Table] 존쿡 델리미트 부대찌개,국물 맛있고 소세지 맛있어요. 김치는 거의 안들어있어서 김치 조금 넣고 사리면 넣어 먹었어요 정말 바쁠때 간쳔하게 만들수 있오 좋네요
[1Table] 존쿡 델리미트 부대찌개,국물 맛있고 소세지 맛있어요. 김치는 거의 안들어있어서 김치 조금 넣고 사리면 넣어 먹었어요 정말 바쁠때 간쳔하게 만들수 있오 좋네요
문어 카르파쵸 샐러드,소스 맛있고 문어도 많이 들어있어요. 들어있는 베리도 너무 맛있네요 조합이 좋은거 같아요
황태 귀리죽 (1인분),고소하고 맛이 좋습니다. 남녀노소 부담없이 먹을 수 있는 맛이라 종종 찾게 될 것 같아요. 
닭다리살구이,"만족합니다 맛있습니다
만족합니다 맛있습니다
만족합니다 맛있습니다
만족합니다 맛있습니다"
모둠 해초볶음,"만족합니다 맛있습니다
만족합니다 맛있습니다
만족합니다 맛있습니다
만족합니다 맛있습니다"
모짜렐라 루꼴라 샐러드,"만족합니다
만족합니다
.
.만족합니다
.
.
.만족합니다
.
.
.
.
.
.

.
.
.
만족합니다
.
.
.
.
.
.

.
.
.
.
"
매콤 주꾸미볶음 세트 ,포장도 깔끔하고 오랜만에 건강한 쌈을 먹을 수 있어서 맛있었어요~~^^
모둠버섯 소불고기 쌈 세트,포장도 깔끔하고 오랜만에 건강한 쌈을 먹을 수 있어서 맛있었어요~~^^
오리 버섯 주물럭 세트 ,포장도 깔끔하고 오랜만에 건강한 쌈을 먹을 수 있어서 맛있었어요~~^^
양배추&우엉 스무디,the package is simple and the taste is healthy
[vezzly] 비건식빵,"생각했던 맛이네요. 동네 비건식빵 구매해서 먹고 있어서
비교해보려고 주문했는데 부드럽고 맛있네요.
"
오리 향채소 불고기 세트,"건강해지는 느낌이네요
깔끔하고 맛있습니다
제철 재료로 간편하게 먹을 수 있어서 좋았습니다."
소고기 다시마채 장조림,소고기 다시마채 장조림은  많이 짜지 않아서 좋은 것 같아요.
닭다리살구이,마늘닭살구이  에어흐라이기에 돌려서 먹었더니  아이가 너무 잘 먹네요. 
오리불고기 향채 샐러드 세트 ,"도시락 몇번사먹어？는데 허접하고 짠게많은데
넘잘먹어서 재구매의사있습니다"
과콰몰리 돌나물 샐러드 세트,"도시락 몇번사먹어？는데 허접하고 짠게많은데
넘잘먹어서 재구매의사있습니다"
소불고기 취나물 샐러드 세트,"도시락 몇번사먹어？는데 허접하고 짠게많은데
넘잘먹어서 재구매의사있습니다"
비트 생깻잎지,깻잎김치가 먹고 싶어서 구매했어요. 비트도 들어있어 색감도 좋고 많이 짜지도 않고 맛있어요.
카레스프 (1인분),제가 카레를 좋아하고요 야채맛이 많이나는 건강한 맛입니다
[1Table] 한우 나주곰탕,깔끔하고 맛있네요 기름기도 적구요. 당면추가해서 두그릇 나눠 먹었어요
[1Table] 한우 나주곰탕,깔끔하고 맛있네요 기름기도 적구요. 당면추가해서 두그릇 나눠 먹었어요
버섯 소불고기 쌈 세트,"집에 만든것 처럼 정성이 들어간 음식, 잘 받았습니다^^"
인도식 치킨커리 세트 ,"셋팅이 깔끔해서 위생적입니다.
맛도 좋은데 특히 카레 넘맛있어요~~"
유근피 녹두 삼계죽 (1인분),"소화기관이 약한 편이라 자주 불편하거든요~
그럴때 냉동실에서 죽꺼내서 먹으면 정말 따뜻하고
속이 풀리더라고요~ 맛있게 잘 먹었습니다."
가쓰오 계란장조림,"사실 가격이 조금 나가서 망설이다 주문했지만... 정말 후회 없는
선택이었습니다!! 특히 소스가 너무 짜지 않고 맛있어서 따뜻한
흰쌀밥에 쓱쓱 비벼 먹었어요!! 정말 국물 한방울 남기지 않고
맛있게 잘 먹었습니다!!"
부드러운 닭가슴살 콥 샐러드,"저는 샐러드를 참 좋아하는데 부드러운 닭가슴살 콥 샐러드는
단백질이 가득하다는게 느껴지는 샐러드인 것 같아요!
보통 샐러드 먹으면 배가 빨리 고플때가 있는데 이 샐러드는 정말 
포만감이 좋았습니다!!"
건강한 자장소스,"평소에 짜장면을 너무 좋아하는데 먹고 싶을때 마다 고민이
되고는 했습니다! 먹으면서도 줄여야하는데 라는 생각을 늘 
했었는데.... 그리팅의 건강한 자장소스로 고민을 해결할 수 있어서
너무 좋네요^.^ 건강한 자장 만들어주셔서 감사합니다!!"
